Year,Season,Champion,Pos,GP,P+B%,W%
17,Summer,Galio,Middle,56,83.6,63
17,Summer,Galio,Support,3,83.6,67
17,Summer,Galio,Top,4,83.6,25
17,Summer,Gnar,Top,25,14.6,24
17,Summer,Gragas,Jungle,80,67.1,56
17,Summer,Gragas,Top,25,67.1,44
17,Summer,Graves,Jungle,27,18.7,30
17,Summer,Ivern,Jungle,3,2.3,33
17,Summer,Janna,Support,2,2.3,50
17,Summer,Jarvan IV,Jungle,18,48.9,56
17,Summer,Jarvan IV,Top,68,48.9,53
17,Summer,Jax,Jungle,2,17.4,100
17,Summer,Jax,Top,16,17.4,44
17,Summer,Jayce,Jungle,1,38.4,0
17,Summer,Jayce,Middle,2,38.4,50
17,Summer,Jayce,Top,26,38.4,65
17,Summer,Jhin,ADC,13,7.3,38
17,Summer,Jinx,ADC,1,0.5,100
17,Summer,Kalista,ADC,64,58.4,63
17,Summer,Karma,Middle,28,38.4,50
17,Summer,Karma,Support,17,38.4,65
17,Summer,Kassadin,Middle,15,10.5,33
17,Summer,Kennen,Support,7,35.6,86
17,Summer,Kennen,Top,18,35.6,28
17,Summer,Kha'Zix,Jungle,39,24.2,54
17,Summer,Kled,Top,29,21.0,48
17,Summer,Kog'Maw,ADC,27,22.8,41
17,Summer,LeBlanc,Middle,16,37.0,56
17,Summer,Lee Sin,Jungle,60,47.0,52
17,Summer,Lucian,ADC,2,27.9,0
17,Summer,Lucian,Middle,25,27.9,44
17,Summer,Lucian,Top,2,27.9,50
17,Summer,Lulu,Support,22,17.4,55
17,Summer,Malphite,Top,1,0.5,100
17,Summer,Malzahar,Middle,3,1.8,67
17,Summer,Maokai,Jungle,4,19.2,50
17,Summer,Maokai,Support,1,19.2,0
17,Summer,Maokai,Top,17,19.2,47
17,Summer,Miss Fortune,Support,1,0.5,0
17,Summer,Mordekaiser,Top,1,1.4,100
17,Summer,Morgana,Support,5,2.3,60
17,Summer,Nami,Support,1,0.5,0
17,Summer,Nidalee,Jungle,4,5.0,25
17,Summer,Nunu & Willump,Jungle,1,0.9,0
17,Summer,Nunu & Willump,Support,1,0.9,0
17,Summer,Olaf,Jungle,11,7.8,36
17,Summer,Orianna,Middle,76,64.4,54
17,Summer,Rakan,Support,55,42.5,51
17,Summer,Rek'Sai,Jungle,65,39.3,40
17,Summer,Renekton,Top,60,47.5,55
17,Summer,Rengar,Jungle,4,4.6,25
17,Summer,Rumble,Jungle,4,58.9,75
17,Summer,Rumble,Top,51,58.9,59
17,Summer,Sejuani,Jungle,19,15.1,53
17,Summer,Sejuani,Top,8,15.1,50
17,Summer,Shen,Top,22,16.9,59
17,Summer,Sion,Top,2,1.4,0
17,Summer,Sivir,ADC,1,0.5,100
17,Summer,Skarner,Jungle,1,0.5,100
17,Summer,Sona,Support,1,0.5,0
17,Summer,Syndra,Middle,33,64.8,52
17,Summer,Tahm Kench,Support,41,32.9,44
17,Summer,Taliyah,Middle,71,72.6,54
17,Summer,Taric,Support,10,5.5,50
17,Summer,Thresh,Support,86,78.5,44
17,Summer,Tristana,ADC,29,18.3,45
17,Summer,Trundle,Top,6,6.4,50
17,Summer,Twitch,ADC,19,16.4,63
17,Summer,Varus,ADC,79,50.7,42
17,Summer,Viktor,Middle,23,13.2,43
17,Summer,Vladimir,Middle,3,1.8,33
17,Summer,Warwick,Jungle,1,0.5,0
17,Summer,Xayah,ADC,79,49.3,48
17,Summer,Yasuo,Top,1,0.5,100
17,Summer,Zac,Jungle,13,99.5,85
17,Summer,Zed,Middle,4,5.0,25
17,Summer,Ziggs,ADC,1,0.5,0
17,Summer,Zilean,Support,1,0.5,0
17,Summer,Zyra,Support,39,37.9,51
18,Spring,Alistar,Support,55,58.4,58
18,Spring,Anivia,Middle,5,3.7,80
18,Spring,Ashe,ADC,3,1.9,67
18,Spring,Aurelion Sol,Middle,1,0.5,100
18,Spring,Azir,Middle,90,84.1,52
18,Spring,Bard,Support,2,2.3,0
18,Spring,Blitzcrank,Support,3,1.9,33
18,Spring,Braum,Support,87,77.1,57
18,Spring,Caitlyn,ADC,45,31.8,40
18,Spring,Camille,Jungle,18,72.0,50
18,Spring,Camille,Top,48,72.0,58
18,Spring,Cassiopeia,Middle,4,6.1,0
18,Spring,Cassiopeia,Top,1,6.1,0
18,Spring,Cho'Gath,Top,22,15.4,41
18,Spring,Corki,Middle,28,20.6,43
18,Spring,Ekko,Middle,3,2.3,67
18,Spring,Ezreal,ADC,95,67.3,52
18,Spring,Fiora,Top,17,11.7,24
18,Spring,Galio,Middle,38,78.5,58
18,Spring,Gangplank,Middle,1,89.3,0
18,Spring,Gangplank,Top,70,89.3,61
18,Spring,Gnar,Top,90,76.2,53
18,Spring,Gragas,Jungle,4,1.9,25
18,Spring,Illaoi,Top,4,3.3,50
18,Spring,Ivern,Jungle,1,0.9,100
18,Spring,Janna,Support,10,10.3,40
18,Spring,Jarvan IV,Jungle,71,53.7,51
18,Spring,Jax,Jungle,24,20.6,54
18,Spring,Jax,Top,2,20.6,50
18,Spring,Jayce,Top,10,18.7,80
18,Spring,Jhin,ADC,4,6.1,50
18,Spring,Jinx,ADC,4,2.3,100
18,Spring,Kalista,ADC,55,65.9,53
18,Spring,Karma,Middle,13,8.9,54
18,Spring,Karma,Support,1,8.9,100
18,Spring,Kassadin,Middle,8,6.1,63
18,Spring,Kassadin,Top,1,6.1,0
18,Spring,Kennen,Support,1,2.3,100
18,Spring,Kennen,Top,2,2.3,50
18,Spring,Kha'Zix,Jungle,45,42.1,49
18,Spring,Kog'Maw,ADC,29,37.9,41
18,Spring,LeBlanc,Middle,4,5.1,100
18,Spring,Lee Sin,Jungle,4,2.3,25
18,Spring,Leona,Support,17,10.3,59
18,Spring,Lucian,Middle,1,1.9,0
18,Spring,Lucian,Top,3,1.9,0
18,Spring,Lulu,Support,2,0.9,0
18,Spring,Malzahar,Middle,35,31.3,51
18,Spring,Maokai,Top,6,2.8,67
18,Spring,Morgana,Support,5,2.3,20
18,Spring,Nasus,Top,2,1.4,0
18,Spring,Nidalee,Jungle,16,15.0,38
18,Spring,Nocturne,Jungle,1,0.5,0
18,Spring,Olaf,Jungle,27,30.8,63
18,Spring,Orianna,Middle,5,2.8,0
18,Spring,Ornn,Support,10,47.7,50
18,Spring,Ornn,Top,56,47.7,38
18,Spring,Poppy,Jungle,1,3.7,0
18,Spring,Poppy,Top,4,3.7,25
18,Spring,Rakan,Support,54,33.6,56
18,Spring,Rek'Sai,Jungle,2,0.9,0
18,Spring,Rengar,Jungle,12,10.3,50
18,Spring,Riven,Top,1,0.5,100
18,Spring,Rumble,Top,2,1.4,50
18,Spring,Ryze,Middle,59,84.1,42
18,Spring,Ryze,Top,8,84.1,50
18,Spring,Sejuani,Jungle,95,96.7,57
18,Spring,Shen,Support,18,21.0,33
18,Spring,Shen,Top,2,21.0,0
18,Spring,Shyvana,Jungle,6,5.1,17
18,Spring,Sion,Middle,9,43.5,44
18,Spring,Sion,Top,35,43.5,46
18,Spring,Sivir,ADC,11,8.9,36
18,Spring,Skarner,Jungle,45,47.7,42
18,Spring,Soraka,Support,1,0.5,100
18,Spring,Swain,Middle,5,13.6,60
18,Spring,Swain,Top,4,13.6,75
18,Spring,Syndra,Middle,10,7.0,30
18,Spring,Tahm Kench,Support,81,69.6,41
18,Spring,Taliyah,Middle,45,42.5,56
18,Spring,Taric,Support,54,37.4,50
18,Spring,Thresh,Support,26,22.9,46
18,Spring,Tristana,ADC,45,29.0,42
18,Spring,Trundle,Top,10,7.9,40
18,Spring,Twitch,ADC,1,0.5,0
18,Spring,Varus,ADC,79,74.3,54
18,Spring,Vayne,ADC,5,3.7,20
18,Spring,Veigar,Middle,2,2.3,0
18,Spring,Vel'Koz,Middle,9,8.9,67
18,Spring,Viktor,Middle,1,0.5,0
18,Spring,Vladimir,Middle,1,37.4,0
18,Spring,Vladimir,Top,28,37.4,54
18,Spring,Xayah,ADC,52,44.4,60
18,Spring,Xerath,Middle,1,0.9,100
18,Spring,Xin Zhao,Jungle,1,0.5,0
18,Spring,Zac,Jungle,55,47.2,51
18,Spring,Ziggs,Middle,4,1.9,25
18,Spring,Zilean,Support,1,0.5,0
18,Spring,Zoe,Middle,46,51.4,52
18,Summer,Aatrox,Middle,4,83.9,100
18,Summer,Aatrox,Top,31,83.9,65
18,Summer,Alistar,Support,57,43.1,51
18,Summer,Amumu,Jungle,1,0.5,0
18,Summer,Anivia,Middle,8,8.3,50
18,Summer,Ashe,ADC,37,27.5,70
18,Summer,Aurelion Sol,Middle,7,5.5,57
18,Summer,Azir,Middle,18,11.9,56
18,Summer,Blitzcrank,Support,4,2.8,75
18,Summer,Brand,Support,1,0.5,0
18,Summer,Braum,Jungle,6,30.3,33
18,Summer,Braum,Middle,4,30.3,50
18,Summer,Braum,Support,35,30.3,37
18,Summer,Caitlyn,ADC,4,1.8,25
18,Summer,Camille,Jungle,31,58.3,45
18,Summer,Camille,Top,20,58.3,45
18,Summer,Cassiopeia,Middle,2,0.9,0
18,Summer,Cho'Gath,Top,30,17.0,50
18,Summer,Corki,Middle,2,0.9,0
18,Summer,Darius,ADC,2,44.0,50
18,Summer,Darius,Middle,2,44.0,0
18,Summer,Darius,Top,36,44.0,47
18,Summer,Dr. Mundo,Top,65,55.0,45
18,Summer,Draven,ADC,1,0.5,0
18,Summer,Elise,Jungle,3,1.8,33
18,Summer,Evelynn,Jungle,2,1.4,0
18,Summer,Ezreal,ADC,91,65.1,54
18,Summer,Fiddlesticks,Support,5,10.1,40
18,Summer,Fizz,Middle,3,1.4,67
18,Summer,Galio,Middle,35,28.9,60
18,Summer,Galio,Support,1,28.9,0
18,Summer,Gangplank,ADC,2,39.0,50
18,Summer,Gangplank,Top,39,39.0,44
18,Summer,Gnar,Top,44,30.3,68
18,Summer,Gragas,Jungle,30,34.4,37
18,Summer,Gragas,Support,17,34.4,41
18,Summer,Gragas,Top,14,34.4,36
18,Summer,Graves,Jungle,11,8.3,27
18,Summer,Heimerdinger,ADC,1,2.3,0
18,Summer,Heimerdinger,Top,1,2.3,0
18,Summer,Irelia,ADC,3,28.4,33
18,Summer,Irelia,Middle,26,28.4,27
18,Summer,Irelia,Top,2,28.4,0
18,Summer,Janna,Support,2,0.9,50
18,Summer,Jarvan IV,Top,1,0.5,100
18,Summer,Jax,Middle,1,4.1,0
18,Summer,Jax,Top,7,4.1,57
18,Summer,Jayce,ADC,1,26.6,0
18,Summer,Jayce,Middle,1,26.6,0
18,Summer,Jayce,Top,20,26.6,60
18,Summer,Jhin,ADC,11,6.0,27
18,Summer,Kai'Sa,ADC,26,18.8,42
18,Summer,Kalista,ADC,2,2.8,100
18,Summer,Karma,Middle,1,2.3,0
18,Summer,Karma,Support,1,2.3,0
18,Summer,Karma,Top,1,2.3,0
18,Summer,Karthus,ADC,3,6.9,67
18,Summer,Karthus,Middle,6,6.9,17
18,Summer,Karthus,Top,1,6.9,0
18,Summer,Kennen,Support,2,30.3,0
18,Summer,Kennen,Top,31,30.3,48
18,Summer,Kha'Zix,Jungle,1,0.5,0
18,Summer,Kindred,Jungle,46,35.8,43
18,Summer,Kled,ADC,1,9.2,100
18,Summer,Kled,Middle,4,9.2,0
18,Summer,Kled,Top,6,9.2,83
18,Summer,Kog'Maw,ADC,5,3.2,40
18,Summer,LeBlanc,Middle,11,16.1,55
18,Summer,Leona,Support,8,4.1,50
18,Summer,Lissandra,Middle,2,1.8,50
18,Summer,Lucian,ADC,23,20.6,26
18,Summer,Lucian,Middle,1,20.6,0
18,Summer,Lulu,ADC,5,27.5,20
18,Summer,Lulu,Middle,22,27.5,55
18,Summer,Lulu,Support,5,27.5,40
18,Summer,Malphite,Top,7,4.1,57
18,Summer,Malzahar,ADC,1,3.2,0
18,Summer,Malzahar,Middle,5,3.2,40
18,Summer,Master Yi,Jungle,6,14.7,50
18,Summer,Mordekaiser,ADC,15,11.0,60
18,Summer,Mordekaiser,Top,1,11.0,100
18,Summer,Morgana,ADC,9,63.8,33
18,Summer,Morgana,Middle,2,63.8,50
18,Summer,Morgana,Support,44,63.8,45
18,Summer,Nami,Support,1,0.5,100
18,Summer,Nasus,Top,2,1.4,100
18,Summer,Nidalee,Jungle,6,3.2,67
18,Summer,Nocturne,Jungle,44,70.2,61
18,Summer,Nunu & Willump,Jungle,5,2.8,20
18,Summer,Olaf,Jungle,6,4.6,33
18,Summer,Orianna,ADC,2,24.3,100
18,Summer,Orianna,Middle,33,24.3,36
18,Summer,Ornn,Middle,1,21.1,0
18,Summer,Ornn,Support,4,21.1,75
18,Summer,Ornn,Top,30,21.1,37
18,Summer,Poppy,Middle,1,0.5,100
18,Summer,Pyke,Support,22,20.6,45
18,Summer,Quinn,Top,1,0.5,0
18,Summer,Rakan,Jungle,4,72.0,100
18,Summer,Rakan,Support,42,72.0,50
18,Summer,Renekton,Middle,1,5.5,100
18,Summer,Renekton,Top,4,5.5,50
18,Summer,Rengar,Jungle,5,2.8,40
18,Summer,Rumble,Middle,2,4.6,50
18,Summer,Rumble,Top,3,4.6,33
18,Summer,Ryze,ADC,13,33.0,54
18,Summer,Ryze,Middle,29,33.0,45
18,Summer,Ryze,Top,8,33.0,38
18,Summer,Sejuani,Jungle,75,46.3,60
18,Summer,Sejuani,Support,1,46.3,0
18,Summer,Shen,Support,73,70.2,58
18,Summer,Shen,Top,4,70.2,25
18,Summer,Singed,Top,10,9.2,50
18,Summer,Skarner,Jungle,25,18.3,44
18,Summer,Soraka,ADC,1,22.9,0
18,Summer,Soraka,Support,15,22.9,67
18,Summer,Swain,ADC,33,67.4,58
18,Summer,Swain,Middle,40,67.4,60
18,Summer,Swain,Top,6,67.4,50
18,Summer,Syndra,Middle,7,6.0,29
18,Summer,Tahm Kench,Support,85,74.3,53
18,Summer,Taliyah,ADC,2,94.0,100
18,Summer,Taliyah,Jungle,15,94.0,60
18,Summer,Taliyah,Middle,11,94.0,64
18,Summer,Taliyah,Support,1,94.0,100
18,Summer,Talon,Middle,8,11.5,63
18,Summer,Taric,Middle,6,8.7,50
18,Summer,Taric,Support,3,8.7,33
18,Summer,Teemo,ADC,2,0.9,100
18,Summer,Thresh,Support,6,3.7,50
18,Summer,Tristana,ADC,4,2.3,75
18,Summer,Trundle,Jungle,92,64.7,53
18,Summer,Twisted Fate,Middle,1,0.5,0
18,Summer,Varus,ADC,46,40.8,39
18,Summer,Varus,Middle,3,40.8,33
18,Summer,Vel'Koz,ADC,1,11.5,0
18,Summer,Vel'Koz,Middle,13,11.5,46
18,Summer,Vel'Koz,Support,1,11.5,0
18,Summer,Vladimir,ADC,48,47.2,44
18,Summer,Vladimir,Middle,3,47.2,67
18,Summer,Vladimir,Top,11,47.2,55
18,Summer,Xayah,ADC,26,18.8,73
18,Summer,Xerath,Middle,2,1.8,50
18,Summer,Xin Zhao,Jungle,12,7.8,42
18,Summer,Yasuo,ADC,13,46.8,46
18,Summer,Yasuo,Middle,23,46.8,57
18,Summer,Zac,Jungle,10,5.5,50
18,Summer,Zilean,ADC,1,0.5,0
18,Summer,Zoe,ADC,1,85.8,0
18,Summer,Zoe,Middle,85,85.8,58
19,Spring,Aatrox,Jungle,19,63.9,58
19,Spring,Aatrox,Middle,8,63.9,50
19,Spring,Aatrox,Top,47,63.9,47
19,Spring,Ahri,Middle,1,0.5,0
19,Spring,Akali,Middle,21,38.9,67
19,Spring,Akali,Top,19,38.9,42
19,Spring,Alistar,Support,56,45.7,43
19,Spring,Anivia,Middle,1,0.5,0
19,Spring,Annie,ADC,1,0.5,100
19,Spring,Ashe,ADC,28,19.7,64
19,Spring,Aurelion Sol,Middle,5,3.8,40
19,Spring,Azir,Middle,8,6.7,38
19,Spring,Bard,Support,3,2.4,67
19,Spring,Blitzcrank,Support,2,1.0,50
19,Spring,Braum,Support,80,57.7,45
19,Spring,Caitlyn,ADC,2,1.0,0
19,Spring,Camille,Jungle,16,25.0,50
19,Spring,Camille,Top,4,25.0,50
19,Spring,Cassiopeia,ADC,8,41.3,38
19,Spring,Cassiopeia,Middle,6,41.3,50
19,Spring,Cassiopeia,Top,1,41.3,0
19,Spring,Corki,Middle,9,6.7,33
19,Spring,Darius,ADC,1,3.8,100
19,Spring,Darius,Top,3,3.8,67
19,Spring,Draven,ADC,11,12.0,64
19,Spring,Elise,Jungle,17,15.4,53
19,Spring,Elise,Support,1,15.4,100
19,Spring,Evelynn,Jungle,2,1.9,100
19,Spring,Ezreal,ADC,78,72.1,54
19,Spring,Fiddlesticks,Support,3,2.9,33
19,Spring,Fiora,Top,10,7.7,80
19,Spring,Galio,Middle,33,80.3,48
19,Spring,Galio,Support,47,80.3,51
19,Spring,Galio,Top,1,80.3,100
19,Spring,Gangplank,Top,6,4.3,50
19,Spring,Gnar,Top,6,2.9,67
19,Spring,Gragas,Jungle,19,30.3,58
19,Spring,Gragas,Support,17,30.3,24
19,Spring,Irelia,Middle,7,42.3,57
19,Spring,Irelia,Top,12,42.3,0
19,Spring,Jarvan IV,Jungle,47,34.6,45
19,Spring,Jarvan IV,Support,3,34.6,67
19,Spring,Jarvan IV,Top,4,34.6,0
19,Spring,Jax,Jungle,10,10.1,80
19,Spring,Jax,Top,5,10.1,40
19,Spring,Jayce,Middle,1,70.7,0
19,Spring,Jayce,Top,50,70.7,52
19,Spring,Jinx,ADC,4,3.4,75
19,Spring,Kai'Sa,ADC,60,35.6,42
19,Spring,Kalista,ADC,40,54.3,53
19,Spring,Karma,Middle,2,9.6,0
19,Spring,Karma,Support,2,9.6,0
19,Spring,Karma,Top,4,9.6,25
19,Spring,Karthus,Jungle,4,5.3,25
19,Spring,Karthus,Middle,1,5.3,0
19,Spring,Kayle,Top,4,2.9,50
19,Spring,Kayn,Jungle,3,1.4,67
19,Spring,Kennen,Middle,2,12.0,0
19,Spring,Kennen,Top,17,12.0,53
19,Spring,Kha'Zix,Jungle,18,16.8,56
19,Spring,Kindred,Jungle,2,3.8,50
19,Spring,Kled,Top,1,1.4,0
19,Spring,Kog'Maw,ADC,2,1.0,50
19,Spring,LeBlanc,Middle,41,60.6,61
19,Spring,Lee Sin,Jungle,84,59.1,58
19,Spring,Leona,Support,3,2.4,0
19,Spring,Lissandra,Middle,81,79.3,56
19,Spring,Lissandra,Top,3,79.3,67
19,Spring,Lucian,ADC,65,90.4,49
19,Spring,Lucian,Middle,1,90.4,100
19,Spring,Lucian,Top,5,90.4,40
19,Spring,Lulu,Middle,5,4.8,20
19,Spring,Lulu,Support,1,4.8,0
19,Spring,Malphite,Top,1,0.5,0
19,Spring,Malzahar,Middle,1,0.5,0
19,Spring,Morgana,ADC,3,16.3,33
19,Spring,Morgana,Middle,3,16.3,33
19,Spring,Morgana,Support,13,16.3,62
19,Spring,Nami,Support,2,1.0,50
19,Spring,Nautilus,Support,1,0.5,0
19,Spring,Neeko,ADC,2,8.7,50
19,Spring,Neeko,Top,6,8.7,83
19,Spring,Nocturne,Jungle,28,48.1,39
19,Spring,Olaf,Jungle,42,50.5,55
19,Spring,Orianna,Middle,3,1.9,67
19,Spring,Ornn,Support,3,5.8,67
19,Spring,Ornn,Top,5,5.8,80
19,Spring,Rakan,Support,30,30.8,63
19,Spring,Rek'Sai,Jungle,29,21.6,52
19,Spring,Renekton,Middle,1,1.0,0
19,Spring,Renekton,Top,1,1.0,0
19,Spring,Riven,Jungle,3,3.4,33
19,Spring,Riven,Top,3,3.4,33
19,Spring,Rumble,Top,1,0.5,0
19,Spring,Ryze,Middle,25,58.7,56
19,Spring,Ryze,Top,22,58.7,27
19,Spring,Sejuani,Jungle,18,15.4,28
19,Spring,Shen,Support,22,15.9,68
19,Spring,Sion,Middle,13,29.3,38
19,Spring,Sion,Top,28,29.3,54
19,Spring,Sivir,ADC,28,20.7,36
19,Spring,Skarner,Jungle,3,1.9,33
19,Spring,Swain,Middle,1,0.5,0
19,Spring,Sylas,Middle,13,30.3,38
19,Spring,Sylas,Top,13,30.3,46
19,Spring,Syndra,Middle,11,7.7,36
19,Spring,Tahm Kench,Support,80,69.7,61
19,Spring,Taliyah,Jungle,3,7.2,67
19,Spring,Taliyah,Middle,5,7.2,40
19,Spring,Talon,Middle,1,0.5,0
19,Spring,Taric,Support,2,1.0,0
19,Spring,Thresh,Support,44,52.4,43
19,Spring,Tristana,ADC,8,6.7,50
19,Spring,Trundle,Jungle,1,0.5,0
19,Spring,Urgot,Middle,21,55.3,52
19,Spring,Urgot,Top,64,55.3,61
19,Spring,Varus,ADC,9,8.2,33
19,Spring,Vayne,ADC,13,13.5,54
19,Spring,Vayne,Middle,1,13.5,0
19,Spring,Vayne,Top,2,13.5,50
19,Spring,Vel'Koz,Middle,1,1.0,100
19,Spring,Vel'Koz,Support,1,1.0,0
19,Spring,Viktor,ADC,14,27.9,36
19,Spring,Viktor,Middle,5,27.9,20
19,Spring,Viktor,Top,16,27.9,31
19,Spring,Vladimir,ADC,15,53.8,67
19,Spring,Vladimir,Middle,3,53.8,33
19,Spring,Vladimir,Top,25,53.8,68
19,Spring,Xayah,ADC,18,11.1,56
19,Spring,Xin Zhao,Jungle,31,20.2,29
19,Spring,Yasuo,ADC,5,30.3,40
19,Spring,Yasuo,Middle,18,30.3,61
19,Spring,Yorick,Top,26,32.7,58
19,Spring,Zac,Jungle,17,16.8,47
19,Spring,Zed,Top,1,1.4,0
19,Spring,Ziggs,ADC,1,0.5,100
19,Spring,Zilean,Middle,2,1.4,50
19,Spring,Zoe,Middle,55,63.0,51
19,Summer,Aatrox,Jungle,4,78.4,50
19,Summer,Aatrox,Middle,16,78.4,44
19,Summer,Aatrox,Top,94,78.4,46
19,Summer,Akali,Middle,39,52.3,56
19,Summer,Akali,Top,11,52.3,45
19,Summer,Alistar,Support,16,13.3,63
19,Summer,Ashe,ADC,16,12.8,56
19,Summer,Azir,Middle,74,58.3,51
19,Summer,Blitzcrank,Support,1,0.5,0
19,Summer,Braum,Support,36,20.6,56
19,Summer,Caitlyn,ADC,3,4.1,33
19,Summer,Camille,Middle,7,34.9,71
19,Summer,Camille,Top,35,34.9,60
19,Summer,Cassiopeia,Middle,2,0.9,50
19,Summer,Corki,Middle,51,51.8,59
19,Summer,Draven,ADC,5,3.7,80
19,Summer,Ekko,Middle,1,0.5,100
19,Summer,Elise,Jungle,23,25.7,52
19,Summer,Evelynn,Jungle,4,2.3,75
19,Summer,Ezreal,ADC,85,76.1,48
19,Summer,Fiora,Top,6,6.9,67
19,Summer,Fizz,Middle,1,0.5,100
19,Summer,Galio,Middle,1,9.2,0
19,Summer,Galio,Support,15,9.2,40
19,Summer,Gangplank,Top,20,17.9,50
19,Summer,Gnar,Top,6,4.1,33
19,Summer,Gragas,Jungle,26,35.8,42
19,Summer,Gragas,Support,4,35.8,50
19,Summer,Gragas,Top,1,35.8,0
19,Summer,Hecarim,Jungle,1,0.5,0
19,Summer,Irelia,Middle,14,63.8,50
19,Summer,Irelia,Top,19,63.8,42
19,Summer,Jarvan IV,Jungle,52,41.7,46
19,Summer,Jarvan IV,Support,1,41.7,100
19,Summer,Jax,Jungle,2,2.8,50
19,Summer,Jax,Top,2,2.8,0
19,Summer,Jayce,Middle,11,63.3,64
19,Summer,Jayce,Top,56,63.3,61
19,Summer,Jinx,ADC,6,2.8,50
19,Summer,Kai'Sa,ADC,55,28.4,49
19,Summer,Kai'Sa,Jungle,1,28.4,0
19,Summer,Kalista,ADC,27,32.6,59
